row ID,row m/z,row retention time,correlation group ID,annotation network number,best ion,auto MS2 verify,identified by n=,partners,neutral M mass,QEC18_Blank_resusp_20181227024429.mzML Peak area,QEC18_Blank_resusp_20181227100129.mzML Peak area,QEC18_Blank_resusp_20181226235330.mzML Peak area,QEC18_Blank_resusp_20181227200515.mzML Peak area,QEC18_Blank_resusp_20181227072924.mzML Peak area,QEC18_Blank_resusp_20181227051626.mzML Peak area,QEC18_Blank_resusp_20181227180406.mzML Peak area,QEC18_Blank_resusp_20181227154841.mzML Peak area,QEC18_Blank_resusp_20181228030323.mzML Peak area,QEC18_Blank_resusp_20181227235313.mzML Peak area,QEC18_F1-1_F2-1.mzML Peak area,QEC18_F1-1_F2-1_20181227143118.mzML Peak area,QEC18_F1-1_F2-1_20181227084526.mzML Peak area,QEC18_F1-1_F2-1_NIST-2_To-1.mzML Peak area,QEC18_F1-1_F2-1_NIST-1_To-2.mzML Peak area,QEC18_F1-1_F2-1_NIST-1_To-2_20181227113714.mzML Peak area,QEC18_F1-1_F2-1_NIST-1_To-1_20181227125436.mzML Peak area,QEC18_F1-1_F2-1_NIST-1_To-1_20181227135238.mzML Peak area,QEC18_F1-1_F2-1_NIST-1_To-1.mzML Peak area,QEC18_F1-1_F2-1_NIST-1_To-2_20181227184249.mzML Peak area,QEC18_F1-1_F2-1_NIST-2_To-1_20181227152919.mzML Peak area,QEC18_F1-1_NIST-3_20181227133316.mzML Peak area,QEC18_F1-1_NIST-3_20181228012817.mzML Peak area,QEC18_F1-1_NIST-3.mzML Peak area,QEC18_F1-1_F2-3.mzML Peak area,QEC18_F1-1_F2-2_NIST-1_To-1_20181227065123.mzML Peak area,QEC18_F1-1_F2-2_NIST-1_To-1.mzML Peak area,QEC18_F1-1_F2-1_NIST-2_To-1_20181227225613.mzML Peak area,QEC18_F1-1_To-1.mzML Peak area,QEC18_F1-1_To-3.mzML Peak area,QEC18_F1-1_To-1_20181227123513.mzML Peak area,QEC18_F1-1_F2-2_NIST-1_To-1_20181228034123.mzML Peak area,QEC18_F1-1_To-1_20181227043825.mzML Peak area,QEC18_F1-1_F2-3_20181227012831.mzML Peak area,QEC18_F1-1_NIST-1_20181227210213.mzML Peak area,QEC18_F1-1_NIST-1.mzML Peak area,QEC18_F1-2_F2-1_NIST-1_To-1.mzML Peak area,QEC18_F1-1_To-3_20181227174446.mzML Peak area,QEC18_F1-1_NIST-1_20181227215913.mzML Peak area,QEC18_F1-1_To-3_20181227223713.mzML Peak area,QEC18_F1-2_F2-1_NIST-1_To-1_20181228020619.mzML Peak area,QEC18_F1-1_F2-3_20181227071023.mzML Peak area,QEC18_F1-3_F2-1_20181227190209.mzML Peak area,QEC18_F1-3_F2-1.mzML Peak area,QEC18_F2-1_NIST-3_20181227103932.mzML Peak area,QEC18_F1-3_To-1_20181228024423.mzML Peak area,QEC18_F1-2_F2-1_NIST-1_To-1_20181228022521.mzML Peak area,QEC18_F2-1_NIST-1_20181227212113.mzML Peak area,QEC18_F2-1_NIST-3.mzML Peak area,QEC18_F2-1_NIST-1.mzML Peak area,QEC18_F1-3_F2-1_20181227131356.mzML Peak area,QEC18_F2-1_NIST-1_20181227233413.mzML Peak area,QEC18_F2-1_To-1.mzML Peak area,QEC18_F1-3_NIST-1.mzML Peak area,QEC18_F2-1_NIST-3_20181227145038.mzML Peak area,QEC18_F2-1_To-1_20181227150959.mzML Peak area,QEC18_F2-1_To-3_20181226223728.mzML Peak area,QEC18_F1-3_To-1.mzML Peak area,QEC18_F1-3_NIST-1_20181227045725.mzML Peak area,QEC18_F2-1_To-3.mzML Peak area,QEC18_F1-3_NIST-1_20181227170603.mzML Peak area,QEC18_F2-3_To-1_20181227082626.mzML Peak area,QEC18_F2-1_To-3_20181227041925.mzML Peak area,QEC18_F2-3_To-1.mzML Peak area,QEC18_F2-1_To-1_20181228014719.mzML Peak area,QEC18_F1.mzML Peak area,QEC18_F2-3_NIST-1.mzML Peak area,QEC18_NIST.mzML Peak area,QEC18_F2-3_NIST-1_20181227162723.mzML Peak area,QEC18_Qcmix_begin.mzML Peak area,QEC18_NIST_20181227102029.mzML Peak area,QEC18_NIST_20181227182328.mzML Peak area,QEC18_To-1_NIST-1.mzML Peak area,QEC18_F1_20181227030329.mzML Peak area,QEC18_F2-3_To-1_20181227164643.mzML Peak area,QEC18_To-3_NIST-1.mzML Peak area,QEC18_F2-3_NIST-1_20181228005015.mzML Peak area,QEC18_F1-3_To-1_20181228003115.mzML Peak area,QEC18_F2.mzML Peak area,QEC18_To-3_NIST-1_20181227074824.mzML Peak area,QEC18_To-1_NIST-1_20181227111754.mzML Peak area,QEC18_F1_20181228032223.mzML Peak area,QEC18_F2_20181228001213.mzML Peak area,QEC18_To-1_NIST-1_20181228010915.mzML Peak area,QEC18_To-1_NIST-3_20181227214013.mzML Peak area,QEC18_blank_SPE_20181227092326.mzML Peak area,QEC18_blank_SPE.mzML Peak area,QEC18_To-1_NIST-3_20181227172525.mzML Peak area,QEC18_blank_SPE_20181227221813.mzML Peak area,QEC18_F2_20181227121553.mzML Peak area,QEC18_To_20181227231513.mzML Peak area,QEC18_To-3_NIST-1_20181227160801.mzML Peak area,QEC18_To_20181227204313.mzML Peak area,QEC18_To-1_NIST-3.mzML Peak area,QEC18_Qcmix_end.mzML Peak area,QEC18_To.mzML Peak area,QEC18_QCmix_no_exclusion.mzML Peak area,QEC18_Qcmix_middle.mzML Peak area,QEC18_Qcmix_end_20181228041923.mzML Peak area,
11,371.101583947272,11.441485068493149,250,,,,,,,4.6395117014607616E7,1.3856712845395863E8,2.5129132526413795E7,1.3186066820329593E8,9.34777963593559E7,7.43061866303046E7,9.251140808843796E7,1.8359835893888006E8,1.351300984667823E8,1.2202894683645004E8,0,1.7321236255992662E7,0,0,1.2120668292671321E7,5.676246240180724E7,1.0242615181827268E8,1.1565379603650385E8,1.5906539664567962E8,2.5222567700310875E7,1.3042737185604459E7,2.9945404864580262E7,8.018597051865982E7,0,1.241991978235348E7,1.814732315759483E8,1.5101263920056442E7,1.6698229248782571E7,0,0,0,3.5005584775596164E7,2.916927231984563E7,1.554764157257072E8,5.684410058714582E7,0,0,3.936749948592347E7,3.0345317837090645E7,8.689499341847949E7,3.652192849577239E7,3.1660309737159003E7,4.459103131980741E7,0,2.2110920985899076E7,7.573929685610895E7,4.030874421149733E7,1.1214082555554439E8,0,0,0,7.922107186958094E7,0,0,6.444413558580416E7,2.380242024809006E7,6.671531230139364E7,0,5.1746356813645005E7,0,6.500839462767797E7,1.2199455089170042E8,1.3999358132571238E8,1.5480917574618846E7,5.726503650661757E7,0,1.1807910241778621E7,0,0,1.2280191586117893E7,1.2252910589632487E7,1.872313774527706E7,0,9.274587315989383E7,1.4280443796458006E8,0,1.0594757820933996E8,3.2715215629903287E7,0,4.212810923801754E7,0,8.988248301976232E7,6.476146983053191E7,2.0302247524100713E7,6.783736989330752E7,1.1281458817520036E8,1.286251235934646E7,8.75647079304929E7,1.3363655771662135E8,1.4794356090495482E8,3.5356217589974165E7,2.1644459750181537E7,8.809419071891652E7,0,8.281660653159133E7,0,8.977101940597667E7,5.5147984785982616E7,1.3893957127269185E8,
12,663.4556218391873,13.90937132692308,,,,,,,,7.315886515055968E7,0,2.946699404777378E8,3.698669128001906E7,0,0,3.304244413568873E8,4.2634573601328886E8,0,1.6229138255189964E8,1.363603686154183E8,2.139010200108884E8,0,0,0,7.534102900805967E7,2.9210728985625684E8,1.6810786379423967E8,1.1532631156128897E8,9.70436256487805E7,1.8269197047591153E8,8.645786399016073E7,0,1.2532936624872342E8,8.630282971599452E8,0,0,6.877469321907498E8,0,0,4.654577530044433E8,0,0,0,3.1437183616862774E8,1.0454840654830511E8,0,0,4.300087593003802E8,3.8867348426637393E8,0,0,1.1527950774324065E8,0,0,0,0,5.7618240538884E8,3.133832341858169E8,0,8.011869989795096E8,2.796169639912362E8,0,0,7.969721908649866E7,3.55737395204797E8,2.890009123961551E8,0,0,1.8939542760299027E8,4.017895206814568E8,0,0,8.068820653768574E7,2.56725115761597E7,0,0,0,7.962354152118269E7,1.5953558002863622E8,0,1.6967592586017853E8,2.0082692371304876E8,0,3.808255414990905E8,5.4326601557038456E7,0,0,7.921800369894974E8,0,0,0,0,0,2.847121653491123E8,0,1.4057652168032315E8,4.007843291290125E8,4.984628025289843E8,0,2.73931014718156E8,1.3732067039630905E8,4.528887576708604E8,8.50199499334798E7,4.8246139598883045E8,0,0,1.8821036816771814E8,0,
13,659.5208704610603,15.630954076923077,358,595,[M+Na]+,,1,322,636.5331,1.0542252457754752E8,0,7.088496779751368E7,0,5.381551512758883E7,5.14586902869394E7,0,1.0056738450074062E7,8.06376952737858E7,0,0,0,0,4.189996553883402E7,0,0,0,5.289198224088722E7,2.6711612805805724E7,0,0,0,0,0,0,0,0,1011184.2219009299,0,0,0,1.2693337012101047E8,0,0,0,0,0,0,0,0,0,0,0,1.7876486582054235E7,0,3.657155401419142E7,4.111209119661942E7,0,0,0,0,0,0,0,1806787.7204060864,0,0,0,0,0,0,5751286.237628438,3.646468640140488E7,0,0,0,2346866.588850843,1.576241807983768E8,0,0,0,0,0,0,0,0,0,0,0,0,3.520681153849203E7,0,0,0,0,0,0,0,653793.1213462378,2.498880836835681E7,0,0,0,0,0,2080150.9698591807,3.2109631946740057E7,3.1374755529562786E7,1342148.346484952,
14,536.1651682300308,15.896214732558139,,,,,,,,3.720624146726814E7,4.8904268526401825E7,2.6652542612425137E7,5.9804472978088506E7,4.190088559417639E7,4.589188383900259E7,3.92676981962263E7,5.754324070976653E7,3.786473419983918E7,4.86534970477034E7,0,6602848.987088553,5966298.987507947,8236043.024803323,7480406.466314804,7118650.695841478,2.2383551360358335E7,3.0913972553468853E7,1.3446936568401126E7,1.2750079166039735E7,9528320.415812384,1.901498501122054E7,2.8174272560887996E7,0,8351241.238995463,7475949.237143702,7787909.1697186995,1.3945798404334493E7,7535310.121999108,0,8222591.780859869,1.7539040984798323E7,9153601.193798797,9648892.605356304,1.004339827231791E7,0,5599324.737412764,8733318.921340592,0,1.3870804301202584E7,9082459.468571447,8582886.387221284,9844252.08725371,0,2.167001408660326E7,1.0126897831944624E7,1.2386674971829295E7,1.4945238987878667E7,0,7957021.494742075,8501658.462415382,2.024137359901381E7,8134259.884374511,0,2.5721564608459692E7,7876490.494917122,1.4109792936935168E7,0,0,2.7127365064276565E7,1.4157819614584815E7,7151531.91858591,1.2366523059095806E7,1.0649589701314757E7,8576905.108389623,0,7144390.982541732,1.3507192122480389E7,9681658.330659632,8116066.806601214,1.9575821470108174E7,3.391199942364525E7,1.6177551520150576E7,0,1.6578791765840264E7,5915386.064114807,1.461172359239734E7,8695678.16479884,0,1.0352384794783257E7,2.5028714577680442E7,1.752945216333585E7,1.7711640469921727E7,3.1773261882787462E7,1.461865157847228E7,1.9632893239313394E7,2.3034221489943717E7,1.3036172716497872E7,3.3049859953491922E7,9367285.796298632,9122936.316779224,1.3315747899894217E7,1.4375958935257053E7,1.3269392257590655E7,2.5080559212056622E7,9450754.589129841,2.8317455347270656E7,1.920145670819353E7,3.115503909847172E7,
15,654.566818175787,15.583019958333333,,,,,,,,8.664926070420508E7,0,6.5269797096394554E7,0,6099943.707801791,0,3.125357521599684E7,3.0927129534727998E7,0,0,1.4434808145663974E8,0,0,0,0,0,2.1134117751959912E7,2.0990817179654986E7,0,0,0,7.333843030969313E7,0,0,0,0,0,2.9565952671017315E7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.4554211386512555E7,0,0,0,0,8.32873119550376E7,0,0,2.5415592499333996E7,0,0,2.5414710835593015E7,1.5817134652487893E7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.51815200094797E7,0,0,0,0,0,0,0,0,0,0,9.717284826672158E7,6.780135255378862E7,1.806179790910362E7,3.771522952084071E7,0,8.663471992082517E7,3.482341232484808E7,4.293617414830252E7,0,0,607867.2495206299,0,
16,683.5226531156754,11.883332611111113,271,548,[M+Na]+,,11,31;35;37;47;95;109;506;98;40;114;94,660.5340,1.0671839954721099E8,0,1.546985379611398E8,0,5.919860342676738E7,1.077097788342605E8,4.0647048761279665E7,3.6923285260128744E7,5.357269724777987E7,0,2.6047995495237115E8,0,0,3.1142386470015097E7,0,0,3.9885953517359756E7,0,5.455915010664057E7,0,0,6.811589604646392E7,0,0,0,0,8.183635809874532E7,5.1820036999724515E7,1875481.752519399,0,0,1.2903881714748205E8,0,0,0,0,0,0,0,0,0,1.9833841831979923E7,2.7756199740562607E7,4.539119319316472E7,0,4.4570739396690324E7,5.340879940849653E7,3.706577961828011E7,0,0,3.1410982869660087E7,0,0,4.194861075336012E7,1.1929027770611364E7,0,0,0,0,0,0,2.0835762220524096E8,0,0,8.503636374999084E7,0,4.1686098124904774E7,2.0252838100295892E8,0,0,0,0,0,0,0,0,1.4690795246957964E8,0,0,0,5.237309795258976E7,0,0,0,0,0,0,6.69589039628104E7,1.998146963652025E7,3.493152620791474E7,5.772367444440694E7,0,0,0,0,0,0,1.0621944611564426E7,0,
17,708.5113135626112,13.935307616666671,,,,,,,,1.5128472570952693E8,8.898234269852208E7,4.17882451968899E7,0,5.787317250617923E7,6.6466336617316656E7,8.322449572987802E7,2.2858895168880478E7,1.1879247297148213E8,0,5.244967340210939E7,0,6.627094612967616E7,3.404298084509872E7,5.600292129665965E7,4.1018288337712556E7,3.162642009308281E7,7.488963807018007E7,0,5.68572876702746E7,4.584439538653507E7,3.809759164713061E7,2.6484139601970308E7,2.557582586406814E7,2.853800880078012E7,2.916626982062969E7,2.2983697669860292E7,1.138551466992617E8,1.9042892035038996E7,1.232750671168407E7,9.352309894299026E7,8.913366664428213E7,2.5823114261309315E7,2.5047865352764655E7,0,0,8137701.954057818,0,0,0,1.1133697137618531E8,1.6486098717449889E7,4.2136168707329705E7,1.1900137018491793E8,9.043774656351556E7,1.6570192599577326E8,2.3948237362320796E7,0,0,0,0,4.839909218101184E7,5.389371997167687E7,0,0,0,0,0,0,0,0,2.9978976487019926E7,6044598.023265041,1.2677732131694876E7,1.0878761663800526E8,2.4494006743189067E7,4.031520070209576E7,0,0,0,0,0,0,2.422065461629416E7,4.191045468030089E7,3.3542813972828172E7,1.413536799321137E8,0,0,1.4626989458671894E7,5.164534520230484E7,3.6169944310458586E7,0,8.399813825947465E7,4.758382697469075E7,1.0305197869346067E8,0,0,0,8.07649011299806E7,0,0,0,0,0,2.5025841787939087E7,0,6.3410670267825365E7,6.194707439811059E7,
18,408.30867186513166,11.275935644444443,,,,,,,,4.9795107890889555E7,7.49494397354054E7,0,5.2290850792825624E7,7.483612981940712E7,7.045773464569718E7,3.813608049153552E7,7.370562901637103E7,4.409866620891086E7,4.49182386550526E7,0,0,0,0,0,0,2.607899020275916E7,2.7126874185515385E7,7590813.317030653,5349649.678985219,0,0,7447493.720851822,0,0,0,0,1.3510757185229829E7,0,0,0,1.73842727109857E7,3849558.571901353,0,0,1097454.7584749782,0,0,3690350.2534462353,2.2776947417540066E7,0,0,9519506.74331639,4315527.95599927,7949387.667355804,1.4282361544723095E7,4822350.826254929,0,0,0,4728060.253897436,7445521.031651429,0,0,6.077283905682401E7,0,8102979.201916436,2145592.7259815442,3515827.0301301274,3309333.9104123614,2.0434227995240528E7,0,2.3323339089547537E7,0,0,0,0,0,0,0,0,7535416.224149869,0,0,0,0,0,5581851.6505921595,0,0,0,0,7355430.941145059,0,0,5.076242122800046E7,7843308.969779519,0,6.239233521519301E7,3.585180957104928E7,0,0,0,0,2.4461526117414355E7,0,2.8639690788037334E7,1.6559073216096101E7,2.8157472593628716E7,
19,301.14121896168524,7.67979108,,,,,,,,4.519962242390178E7,8.492185392560586E7,1.6473204378656708E7,8.141634223345542E7,7.173234251713262E7,6.628646013789746E7,5.3127470466176905E7,9.375048513088842E7,7.807083106199168E7,7.51730428902451E7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1228508612567518E7,0,0,0,0,1.125193487292401E7,2.2070866256973263E7,0,1.2991229111557249E7,2.9568733964596797E7,0,0,0,0,0,0,0,0,0,0,
20,537.5347666470316,15.073241897435896,,,,,,,,1.406114457308678E8,7.068312337068067E7,1.1639183985150744E8,2190131.069655482,0,1.5234541706233004E8,0,0,1.1717138932170537E8,5.989077220194011E7,0,8110754.215200248,0,0,1.1600912471597096E8,2.8253302399053678E7,1.3709314460782342E7,8490560.597071027,9.85598947900612E7,0,0,7008300.78177385,0,0,0,0,9.83223531748885E7,0,1.0708837288474873E8,1.3785622551240462E8,0,9.682279060730876E7,1.386384986563177E8,1.2573660372300205E8,0,0,0,0,0,0,1.0077369599675396E8,0,0,1.1891200123039684E8,8.716360141075955E7,9.987501495978916E7,1.1378204789575504E8,0,3.1157571906045638E7,0,0,0,0,0,0,0,0,0,1.3477360163396552E8,5.8347662646135874E7,0,0,8.533335727704051E7,0,7.902416098529874E7,0,0,1.5219523386596587E8,0,0,1.2245525107929903E8,0,0,1.2151075922931276E8,0,3.199035142689022E7,0,0,0,0,1.3174245795752142E8,9.509787569322293E7,0,0,0,0,0,0,9307391.106105214,0,0,0,0,0,0,0,1.0031799718028136E8,0,1.0553404540993203E8,
21,850.2485355581563,15.743825285714284,,,,,,,,3.346824281162729E7,6.957396866683455E7,0,0,5.561504116466313E7,4.718311113178639E7,0,0,5.688902842206025E7,0,0,0,0,0,0,0,1.5603268354147315E7,0,2.9706246356671404E7,0,0,0,3.392982072222508E7,0,0,2.3207874641024977E7,0,0,1.051929781687955E7,0,1103129.6983069626,2.481746067442986E7,9486860.111830583,0,0,0,0,0,0,0,0,2.585880675836957E7,0,0,3.540965943930871E7,2.0291908131975513E7,0,0,0,8097868.487603133,0,0,1.4351298827289142E7,0,0,0,0,0,0,0,0,1.855409649750128E7,2.948032763155364E7,0,0,0,0,0,0,0,2.3332180184809186E7,0,0,2.001492309058387E7,0,0,0,0,0,2.3970204942446668E7,1.7675526138645753E7,0,287264.73300752544,0,0,2.999006687497777E7,0,0,0,0,0,0,0,0,0,0,4.30049735421785E7,0,4.34756431224208E7,
22,559.1300238340966,11.446264272727273,,,,,,,,3.706100152349886E7,1.0457721071254626E8,0,0,7.115053808340389E7,5.9376277520913854E7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.9431629440892182E7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.6895770340781778E7,3.09011902109629E7,0,0,0,0,0,0,0,9166457.362023119,0,0,0,0,0,0,0,0,1.6137244331530362E7,0,0,0,0,0,8.72858582793015E7,0,0,0,0,0,0,0,0,0,0,0,0,2.277653491151584E7,
23,708.512275081422,13.972555720930233,,,,,,,,8.939727976997872E7,2.7896862602311343E7,1.3037659481040018E7,4.6654449379361056E7,1.1894207414984377E8,6.204556658023506E7,1.2679015517258184E8,7.147024629035905E7,5.333142325637865E7,0,3.246329650374081E7,0,6.82349198811493E7,1.1502948955230214E7,4.759531060270497E7,0,0,0,2.8477437640934978E7,0,0,0,0,0,6.792085013376562E7,4.378723502281517E7,0,0,1.7989888256642137E7,7.005100898569849E7,0,1.2221352903981912E8,4.920791300216077E7,0,0,0,1.7402337291978635E7,0,0,0,7.468636086042057E7,4.3568560135446325E7,0,0,6.430808603097739E7,6.403606903157805E7,2.7177990580739647E7,0,0,8.826643894034706E7,0,0,6.3497435625600465E7,0,0,0,0,4.451689854221515E7,4.805015239464897E7,0,0,8.99120416000064E7,1.9385847823194355E7,0,0,0,5.588761053980986E7,7.932750897874475E7,0,0,6.496646728542195E7,0,0,0,0,1.009340437273502E7,0,0,0,3.087451010730001E7,5.894888622996381E7,3.0257769291435134E7,0,0,0,1.3151723711510557E8,0,0,0,0,0,0,0,0,0,6.366170298314041E7,1.0604467393948387E8,0,1.0528851471001658E8,
24,626.2157064454559,15.476439875,354,,,,,,,2.729046334185652E7,4.419174190381205E7,6789691.544534645,3.8992017182879835E7,1.7852020795168586E7,0,3.625737020631972E7,5.4507732684066676E7,4.051868202886458E7,3.63594790849929E7,0,0,0,0,0,0,0,0,0,0,0,0,1.067626964881253E7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7886611.542892605,0,0,1.338272163957238E7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7048083.531503927,0,0,0,0,0,0,0,0,0,0,0,0,5716631.076461861,0,6444578.196313549,5230508.845620696,0,0,0,0,0,0,0,0,0,0,0,
25,282.279222761714,10.26170387878788,211,,,,,,,5.684786024249042E7,6.076549253662697E7,5.536552752586895E7,5.8809025447037175E7,6.2795784087508164E7,6.1389544731759444E7,5.282915205733509E7,6.239410367851119E7,5.7496484589687824E7,6.1482084530660175E7,5.552091398560122E7,6.66475639499363E7,7.208460189563219E7,8.005835967826998E7,6.746598981312352E7,7.357339259834096E7,7.28726352698958E7,7.619479315581505E7,7.35524638414422E7,6.5971742400179304E7,7.957976949233283E7,7.75155275279809E7,9.153884134766276E7,5.7682711320039146E7,7.04476246595039E7,7.215227756774281E7,7.237103674135473E7,7.340367933228716E7,6.898630375300153E7,5.687250250039661E7,6.882023535902646E7,7.614914692183475E7,6.899624572375183E7,7.243662851793244E7,9.388435375517626E7,8.942345974420492E7,7.332616234572761E7,6.616771889344294E7,8.985036699996696E7,7.39234892403824E7,7.280083844099092E7,7.817022082979643E7,7.65813595450719E7,7.841436032274032E7,7.051308042185341E7,7.630477124417277E7,8.492947913085908E7,7.01098508609439E7,4.9950973762889534E7,7.024713127288115E7,8.08565720363961E7,7.081643621705997E7,6.0810268572420195E7,8.80169726050384E7,7.46613221656988E7,6.121913278196857E7,6.612387786810502E7,8.50642947344739E7,8.467508094651553E7,5.912185341801743E7,9.316167161627847E7,6.106356998358372E7,6.176904288764985E7,6.1895610276195504E7,6.411716698879149E7,9.914857553333963E7,6.621100227812236E7,7.12328859748464E7,6.221820569646014E7,5.0570003456513025E7,7.358471459865E7,6.806214716453628E7,7.712351519807981E7,8.773521728588653E7,6.196250683184269E7,5.976915342876593E7,6.875742175263797E7,8.76669338669222E7,6.258976946198868E7,7.044836454648948E7,7.199864908660442E7,9.202293748271634E7,6.435787245574783E7,7.508619227665086E7,7.947470676394542E7,5.3479170854570456E7,4.719378306326632E7,7.219991420895363E7,5.655672821427007E7,6.452788590714791E7,5.794072144177458E7,7.184172984715521E7,6.225367108876444E7,7.558761273059638E7,7.587156833754803E7,6.74373591864526E7,8.352739630793458E7,7.574062678466076E7,8.113093709594259E7,
26,554.1753915131098,11.44245740425532,250,,,,,,,3.099220430236426E7,8.36846534752587E7,1.830021165822188E7,7.288452519594003E7,4.210371003906576E7,0,5.051104124303471E7,1.0141888785543436E8,7.759103315105636E7,7.282852833409353E7,0,0,0,0,0,3.528427376886754E7,6.3734570339920335E7,6.920362705587061E7,1.125129277555713E8,1.4186573565639837E7,0,1.805736775464969E7,4.857391562307446E7,0,0,0,0,0,0,0,0,2.1063199817974348E7,0,1.1583359375137632E8,3.1765004814081915E7,0,0,2.1877578277032528E7,1.6768444043074017E7,4.991343740211425E7,2.207546095105588E7,0,2.4558696338391516E7,0,0,4.589365469516958E7,2.5178834485028747E7,6.308823034240651E7,0,0,0,4.671663088895471E7,0,0,3.6055542464522794E7,1.3649929507471249E7,4.788702998217388E7,0,0,0,3.401423414512822E7,0,0,0,3.5935258986082666E7,0,0,0,0,0,0,9790232.006384958,0,0,7.820258100327113E7,0,6.702272051190729E7,1.989988786671155E7,0,0,0,0,3.7600705309506714E7,0,3.709927346506965E7,0,8846967.391479041,4.902691341381744E7,7.717204289364582E7,9.282922192102216E7,2.079625367016688E7,0,5.0479455170612805E7,0,4.610176291755125E7,0,0,3.487038126250711E7,0,
27,485.1131160217186,9.676941111538461,,,,,,,,3.268176092825238E7,8.061052680948472E7,1.8242068989563797E7,7.835509688909115E7,5.518929742138701E7,4.420736443681853E7,4.900924337879051E7,7.937944022129333E7,7.770421144806686E7,1529531.4064325723,0,0,0,0,0,0,0,1.3960497830668714E7,0,0,0,0,0,0,0,3.185658336621274E7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.81315386625992E7,0,0,0,1.6190643698113602E7,0,0,2.5383052564395998E7,0,0,0,0,0,0,3.102070071923098E7,2.4887802484771904E7,0,0,0,0,0,0,0,7616684.736304201,1.0571251942751776E7,0,0,2.10229948851205E7,0,1.757581727954742E7,0,0,1.5292921693449631E7,0,0,0,0,0,7.541305985338475E7,1.2472552752580399E7,4.823260763253402E7,0,0,0,0,0,0,0,0,1.2843039686854726E7,0,0,
28,707.1671414072674,14.128827714285714,328,,,,,,,2.5480652552564E7,0,1.4495667296980828E7,7.360773448890765E7,0,0,4.515456736397155E7,7.660292697040789E7,2.7234692140303127E7,6.104862037291672E7,0,0,0,0,0,0,1.4262984124960007E7,1.674190963168288E7,0,0,0,8416739.164731229,2.6481470612462588E7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5712131173389398E7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.2132288865030754E7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.3780892618527494E7,0,0,0,0,0,0,0,0,0,0,
29,663.456535406622,13.999400468749997,,,,,,,,8151282.688560007,0,3.497826262692531E8,0,0,0,0,0,0,0,4.5406059394832844E8,1.2036227594287435E7,0,0,0,4.154654843679809E7,0,3.970445933493301E8,1.9468490949177122E8,0,1.0023301041329693E7,3.519678700380245E8,4.6202260240356594E8,0,0,0,6.795853908160212E8,0,0,0,3.272543946805741E8,0,0,3.628265692215301E8,0,6905743.532763522,0,0,0,0,0,0,0,6.5727312298561335E7,0,0,0,0,1.9606456186054328E8,0,0,0,0,8.516450546857617E8,1.5077112191577837E8,0,0,0,0,0,0,0,0,1.8651617389850885E8,6.4772998105980374E7,7.64213857324698E8,0,0,0,0,0,0,2.721559533503267E8,0,0,2.6107678590900816E7,7.20105398746423E8,7.39772444256066E8,0,0,0,0,2.312196205446187E8,4.3248125319759315E8,0,0,0,0,1.5718308344273597E8,4.602056107991479E8,1.6210079866593143E8,0,0,2.1124285109555674E8,0,0,0,8.908344394643985E7,0,
30,685.4333881779867,13.943013675,,,,,,,,6.871063358226223E7,1.6941187674002725E8,1.3518262420820656E8,0,0,7.623241902635904E7,0,5.587483068788904E7,7.777295822999248E7,1.584235062571228E8,2.3418068107501045E8,9.921465364251035E7,0,0,7.50443281784095E7,8.395083171283531E7,6.184597510801561E7,8.871155900357957E7,4.440372754886907E7,0,4614159.783194994,1.045864406379765E8,2.5905520054669192E8,1113162.3258758928,2.472542188902904E8,0,7.24979226384764E7,0,0,2.726258788868798E7,1.1283406534611066E8,5.774988768764888E7,0,7.463506815112762E7,0,0,0,0,0,0,6.759430672927502E7,0,0,0,1.7456164263551483E8,7.684880587923092E7,3.4086883380901046E7,0,0,0,0,0,0,0,3.2601079220129713E7,0,0,0,0,0,0,0,0,4.007690295635632E7,6.6701590743637525E7,2.08213977037196E8,0,0,0,0,0,0,0,0,0,4.471254423911211E7,1.7058705530790907E8,1.7513103018336758E8,0,0,7.903565136508459E7,0,0,7.362710489189985E7,0,0,0,0,0,1.3629339689818996E8,0,0,0,0,0,0,7.380702349097964E7,5.610019166650448E7,0,
