Filename	Samplename	Dataset	Laboratory	Data	Data_collector	Instrument	Instrument_id	Column	Experiment	Sample_type	Sample_type2	Sample_position	Triplicate_number	Sequence_number	Injection_volume	Proportion_Fecal_1	Proportion_Fecal_2	Proportion_Tomato	Proportion_NIST_1950_SRM	Proportions	Batch	Species1	Species2	Species1_metadata	Species1_metadata2	Species2_metadata	Sex	Ionisation_mode	Extraction	Sample_preparation	Method	qTOF_LCmethod
C18polar_F1-1_To-3_GC6_01_19613.mzML	qTOF_C18-polar_F1-1_To-3_inj_1	Gradient_benchmarking_dataset	Dorrestein Lab - UC San Diego	Dec-18	Nothias and Esposito	Maxis II (Bruker Daltonics)	qTOF	Phenomenex Kinetex C18 polar 1.6 um (100A)  100 x 2.1 mm	C18-polar	Sample	Sample	C6	1	24	7	25	0	75	0	25_0_75_0	4	Homo sapiens	Solanum lycopersicum	Fecal		Whole plant	male	positive	Aqueous_methanol	SPE_Oasis_HLB	1812_MSmethod_SmallMolecule_v1.m	1812_Benchmarking_LC_C18.m
C18polar_F1-1_To-3_GC6_01_19656.mzML	qTOF_C18-polar_F1-1_To-3_inj_2	Gradient_benchmarking_dataset	Dorrestein Lab - UC San Diego	Dec-18	Nothias and Esposito	Maxis II (Bruker Daltonics)	qTOF	Phenomenex Kinetex C18 polar 1.6 um (100A)  100 x 2.1 mm	C18-polar	Sample	Sample	C6	2	67	7	25	0	75	0	25_0_75_0	4	Homo sapiens	Solanum lycopersicum	Fecal		Whole plant	male	positive	Aqueous_methanol	SPE_Oasis_HLB	1812_MSmethod_SmallMolecule_v1.m	1812_Benchmarking_LC_C18.m
C18polar_F1-1_To-3_GC6_01_19668.mzML	qTOF_C18-polar_F1-1_To-3_inj_3	Gradient_benchmarking_dataset	Dorrestein Lab - UC San Diego	Dec-18	Nothias and Esposito	Maxis II (Bruker Daltonics)	qTOF	Phenomenex Kinetex C18 polar 1.6 um (100A)  100 x 2.1 mm	C18-polar	Sample	Sample	C6	3	81	7	25	0	75	0	25_0_75_0	4	Homo sapiens	Solanum lycopersicum	Fecal		Whole plant	male	positive	Aqueous_methanol	SPE_Oasis_HLB	1812_MSmethod_SmallMolecule_v1.m	1812_Benchmarking_LC_C18.m
C18polar_F1-1_F2-1_NIST-1_To-1_GA6_01_19609.mzML	qTOF_C18-polar_F1-1_F2-1_NIST-1_To-1_inj_1	Gradient_benchmarking_dataset	Dorrestein Lab - UC San Diego	Dec-18	Nothias and Esposito	Maxis II (Bruker Daltonics)	qTOF	Phenomenex Kinetex C18 polar 1.6 um (100A)  100 x 2.1 mm	C18-polar	Sample	Sample	A6	1	19	7	25	25	25	25	25_25_25_25	4	Homo sapiens	Solanum lycopersicum	Fecal	Serum	Whole plant	male	positive	Aqueous_methanol	SPE_Oasis_HLB	1812_MSmethod_SmallMolecule_v1.m	1812_Benchmarking_LC_C18.m
C18polar_F1-1_F2-1_NIST-1_To-1_GA6_01_19641.mzML	qTOF_C18-polar_F1-1_F2-1_NIST-1_To-1_inj_2	Gradient_benchmarking_dataset	Dorrestein Lab - UC San Diego	Dec-18	Nothias and Esposito	Maxis II (Bruker Daltonics)	qTOF	Phenomenex Kinetex C18 polar 1.6 um (100A)  100 x 2.1 mm	C18-polar	Sample	Sample	A6	2	53	7	25	25	25	25	25_25_25_25	4	Homo sapiens	Solanum lycopersicum	Fecal	Serum	Whole plant	male	positive	Aqueous_methanol	SPE_Oasis_HLB	1812_MSmethod_SmallMolecule_v1.m	1812_Benchmarking_LC_C18.m
C18polar_F1-1_F2-1_NIST-1_To-1_GA6_01_19684.mzML	qTOF_C18-polar_F1-1_F2-1_NIST-1_To-1_inj_3	Gradient_benchmarking_dataset	Dorrestein Lab - UC San Diego	Dec-18	Nothias and Esposito	Maxis II (Bruker Daltonics)	qTOF	Phenomenex Kinetex C18 polar 1.6 um (100A)  100 x 2.1 mm	C18-polar	Sample	Sample	A6	3	99	7	25	25	25	25	25_25_25_25	4	Homo sapiens	Solanum lycopersicum	Fecal	Serum	Whole plant	male	positive	Aqueous_methanol	SPE_Oasis_HLB	1812_MSmethod_SmallMolecule_v1.m	1812_Benchmarking_LC_C18.m
C18polar_F1-1_F2-3_GB5_01_19600.mzML	qTOF_C18-polar_F1-1_F2-3_inj_1	Gradient_benchmarking_dataset	Dorrestein Lab - UC San Diego	Dec-18	Nothias and Esposito	Maxis II (Bruker Daltonics)	qTOF	Phenomenex Kinetex C18 polar 1.6 um (100A)  100 x 2.1 mm	C18-polar	Sample	Sample	B5	1	10	7	25	75	0	0	25_75_0_0	4	Homo sapiens		Fecal			male	positive	Aqueous_methanol	SPE_Oasis_HLB	1812_MSmethod_SmallMolecule_v1.m	1812_Benchmarking_LC_C18.m
C18polar_F1-1_F2-3_GB5_01_19607.mzML	qTOF_C18-polar_F1-1_F2-3_inj_2	Gradient_benchmarking_dataset	Dorrestein Lab - UC San Diego	Dec-18	Nothias and Esposito	Maxis II (Bruker Daltonics)	qTOF	Phenomenex Kinetex C18 polar 1.6 um (100A)  100 x 2.1 mm	C18-polar	Sample	Sample	B5	2	17	7	25	75	0	0	25_75_0_0	4	Homo sapiens		Fecal			male	positive	Aqueous_methanol	SPE_Oasis_HLB	1812_MSmethod_SmallMolecule_v1.m	1812_Benchmarking_LC_C18.m
C18polar_F1-1_F2-3_GB5_01_19624.mzML	qTOF_C18-polar_F1-1_F2-3_inj_3	Gradient_benchmarking_dataset	Dorrestein Lab - UC San Diego	Dec-18	Nothias and Esposito	Maxis II (Bruker Daltonics)	qTOF	Phenomenex Kinetex C18 polar 1.6 um (100A)  100 x 2.1 mm	C18-polar	Sample	Sample	B5	3	35	7	25	75	0	0	25_75_0_0	4	Homo sapiens		Fecal			male	positive	Aqueous_methanol	SPE_Oasis_HLB	1812_MSmethod_SmallMolecule_v1.m	1812_Benchmarking_LC_C18.m
C18polar_F1-2_F2-1_NIST-1_To-1_GB2_01_19618.mzML	qTOF_C18-polar_F1-2_F2-1_NIST-1_To-1_inj_1	Gradient_benchmarking_dataset	Dorrestein Lab - UC San Diego	Dec-18	Nothias and Esposito	Maxis II (Bruker Daltonics)	qTOF	Phenomenex Kinetex C18 polar 1.6 um (100A)  100 x 2.1 mm	C18-polar	Sample	Sample	B2	1	30	7	40	20	20	20	40_20_20_20	4	Homo sapiens	Solanum lycopersicum	Fecal	Serum	Whole plant	male	positive	Aqueous_methanol	SPE_Oasis_HLB	1812_MSmethod_SmallMolecule_v1.m	1812_Benchmarking_LC_C18.m
C18polar_F1-2_F2-1_NIST-1_To-1_GB2_01_19679.mzML	qTOF_C18-polar_F1-2_F2-1_NIST-1_To-1_inj_2	Gradient_benchmarking_dataset	Dorrestein Lab - UC San Diego	Dec-18	Nothias and Esposito	Maxis II (Bruker Daltonics)	qTOF	Phenomenex Kinetex C18 polar 1.6 um (100A)  100 x 2.1 mm	C18-polar	Sample	Sample	B2	2	92	7	40	20	20	20	40_20_20_20	4	Homo sapiens	Solanum lycopersicum	Fecal	Serum	Whole plant	male	positive	Aqueous_methanol	SPE_Oasis_HLB	1812_MSmethod_SmallMolecule_v1.m	1812_Benchmarking_LC_C18.m
C18polar_F1-2_F2-1_NIST-1_To-1_GB2_01_19680.mzML	qTOF_C18-polar_F1-2_F2-1_NIST-1_To-1_inj_3	Gradient_benchmarking_dataset	Dorrestein Lab - UC San Diego	Dec-18	Nothias and Esposito	Maxis II (Bruker Daltonics)	qTOF	Phenomenex Kinetex C18 polar 1.6 um (100A)  100 x 2.1 mm	C18-polar	Sample	Sample	B2	3	93	7	40	20	20	20	40_20_20_20	4	Homo sapiens	Solanum lycopersicum	Fecal	Serum	Whole plant	male	positive	Aqueous_methanol	SPE_Oasis_HLB	1812_MSmethod_SmallMolecule_v1.m	1812_Benchmarking_LC_C18.m
C18polar_F1-1_NIST-1_GC7_01_19661.mzML	qTOF_C18-polar_F1-1_NIST-1_inj_1	Gradient_benchmarking_dataset	Dorrestein Lab - UC San Diego	Dec-18	Nothias and Esposito	Maxis II (Bruker Daltonics)	qTOF	Phenomenex Kinetex C18 polar 1.6 um (100A)  100 x 2.1 mm	C18-polar	Sample	Sample	C7	1	74	7	50	0	0	50	50_0_0_50	4	Homo sapiens		Fecal	Serum		male	positive	Aqueous_methanol	SPE_Oasis_HLB	1812_MSmethod_SmallMolecule_v1.m	1812_Benchmarking_LC_C18.m
C18polar_F1-1_NIST-1_GC7_01_19663.mzML	qTOF_C18-polar_F1-1_NIST-1_inj_2	Gradient_benchmarking_dataset	Dorrestein Lab - UC San Diego	Dec-18	Nothias and Esposito	Maxis II (Bruker Daltonics)	qTOF	Phenomenex Kinetex C18 polar 1.6 um (100A)  100 x 2.1 mm	C18-polar	Sample	Sample	C7	2	76	7	50	0	0	50	50_0_0_50	4	Homo sapiens		Fecal	Serum		male	positive	Aqueous_methanol	SPE_Oasis_HLB	1812_MSmethod_SmallMolecule_v1.m	1812_Benchmarking_LC_C18.m
C18polar_F1-1_NIST-1_GC7_01_19666.mzML	qTOF_C18-polar_F1-1_NIST-1_inj_3	Gradient_benchmarking_dataset	Dorrestein Lab - UC San Diego	Dec-18	Nothias and Esposito	Maxis II (Bruker Daltonics)	qTOF	Phenomenex Kinetex C18 polar 1.6 um (100A)  100 x 2.1 mm	C18-polar	Sample	Sample	C7	3	79	7	50	0	0	50	50_0_0_50	4	Homo sapiens		Fecal	Serum		male	positive	Aqueous_methanol	SPE_Oasis_HLB	1812_MSmethod_SmallMolecule_v1.m	1812_Benchmarking_LC_C18.m
C18polar_F1-1_To-1_GC4_01_19614.mzML	qTOF_C18-polar_F1-1_To-1_inj_1	Gradient_benchmarking_dataset	Dorrestein Lab - UC San Diego	Dec-18	Nothias and Esposito	Maxis II (Bruker Daltonics)	qTOF	Phenomenex Kinetex C18 polar 1.6 um (100A)  100 x 2.1 mm	C18-polar	Sample	Sample	C4	1	25	7	50	0	50	0	50_0_50_0	4	Homo sapiens	Solanum lycopersicum	Fecal		Whole plant	male	positive	Aqueous_methanol	SPE_Oasis_HLB	1812_MSmethod_SmallMolecule_v1.m	1812_Benchmarking_LC_C18.m
C18polar_F1-1_To-1_GC4_01_19616.mzML	qTOF_C18-polar_F1-1_To-1_inj_2	Gradient_benchmarking_dataset	Dorrestein Lab - UC San Diego	Dec-18	Nothias and Esposito	Maxis II (Bruker Daltonics)	qTOF	Phenomenex Kinetex C18 polar 1.6 um (100A)  100 x 2.1 mm	C18-polar	Sample	Sample	C4	2	27	7	50	0	50	0	50_0_50_0	4	Homo sapiens	Solanum lycopersicum	Fecal		Whole plant	male	positive	Aqueous_methanol	SPE_Oasis_HLB	1812_MSmethod_SmallMolecule_v1.m	1812_Benchmarking_LC_C18.m
C18polar_F1-1_To-1_GC4_01_19639.mzML	qTOF_C18-polar_F1-1_To-1_inj_3	Gradient_benchmarking_dataset	Dorrestein Lab - UC San Diego	Dec-18	Nothias and Esposito	Maxis II (Bruker Daltonics)	qTOF	Phenomenex Kinetex C18 polar 1.6 um (100A)  100 x 2.1 mm	C18-polar	Sample	Sample	C4	3	52	7	50	0	50	0	50_0_50_0	4	Homo sapiens	Solanum lycopersicum	Fecal		Whole plant	male	positive	Aqueous_methanol	SPE_Oasis_HLB	1812_MSmethod_SmallMolecule_v1.m	1812_Benchmarking_LC_C18.m
C18polar_F1-1_F2-1_GB3_01_19605.mzML	qTOF_C18-polar_F1-1_F2-1_inj_1	Gradient_benchmarking_dataset	Dorrestein Lab - UC San Diego	Dec-18	Nothias and Esposito	Maxis II (Bruker Daltonics)	qTOF	Phenomenex Kinetex C18 polar 1.6 um (100A)  100 x 2.1 mm	C18-polar	Sample	Sample	B3	1	15	7	50	50	0	0	50_50_0_0	4	Homo sapiens		Fecal			male	positive	Aqueous_methanol	SPE_Oasis_HLB	1812_MSmethod_SmallMolecule_v1.m	1812_Benchmarking_LC_C18.m
C18polar_F1-1_F2-1_GB3_01_19628.mzML	qTOF_C18-polar_F1-1_F2-1_inj_2	Gradient_benchmarking_dataset	Dorrestein Lab - UC San Diego	Dec-18	Nothias and Esposito	Maxis II (Bruker Daltonics)	qTOF	Phenomenex Kinetex C18 polar 1.6 um (100A)  100 x 2.1 mm	C18-polar	Sample	Sample	B3	2	40	7	50	50	0	0	50_50_0_0	4	Homo sapiens		Fecal			male	positive	Aqueous_methanol	SPE_Oasis_HLB	1812_MSmethod_SmallMolecule_v1.m	1812_Benchmarking_LC_C18.m
C18polar_F1-1_F2-1_GB3_01_19645.mzML	qTOF_C18-polar_F1-1_F2-1_inj_3	Gradient_benchmarking_dataset	Dorrestein Lab - UC San Diego	Dec-18	Nothias and Esposito	Maxis II (Bruker Daltonics)	qTOF	Phenomenex Kinetex C18 polar 1.6 um (100A)  100 x 2.1 mm	C18-polar	Sample	Sample	B3	3	57	7	50	50	0	0	50_50_0_0	4	Homo sapiens		Fecal			male	positive	Aqueous_methanol	SPE_Oasis_HLB	1812_MSmethod_SmallMolecule_v1.m	1812_Benchmarking_LC_C18.m
C18polar_F1-3_NIST-1_GC8_01_19601.mzML	qTOF_C18-polar_F1-3_NIST-1_inj_1	Gradient_benchmarking_dataset	Dorrestein Lab - UC San Diego	Dec-18	Nothias and Esposito	Maxis II (Bruker Daltonics)	qTOF	Phenomenex Kinetex C18 polar 1.6 um (100A)  100 x 2.1 mm	C18-polar	Sample	Sample	C8	1	41	7	75	0	0	25	75_0_0_25	4	Homo sapiens		Fecal	Serum		male	positive	Aqueous_methanol	SPE_Oasis_HLB	1812_MSmethod_SmallMolecule_v1.m	1812_Benchmarking_LC_C18.m
C18polar_F1-3_NIST-1_GC8_01_19617.mzML	qTOF_C18-polar_F1-3_NIST-1_inj_2	Gradient_benchmarking_dataset	Dorrestein Lab - UC San Diego	Dec-18	Nothias and Esposito	Maxis II (Bruker Daltonics)	qTOF	Phenomenex Kinetex C18 polar 1.6 um (100A)  100 x 2.1 mm	C18-polar	Sample	Sample	C8	2	63	7	75	0	0	25	75_0_0_25	4	Homo sapiens		Fecal	Serum		male	positive	Aqueous_methanol	SPE_Oasis_HLB	1812_MSmethod_SmallMolecule_v1.m	1812_Benchmarking_LC_C18.m
C18polar_F1-3_NIST-1_GC8_01_19654.mzML	qTOF_C18-polar_F1-3_NIST-1_inj_3	Gradient_benchmarking_dataset	Dorrestein Lab - UC San Diego	Dec-18	Nothias and Esposito	Maxis II (Bruker Daltonics)	qTOF	Phenomenex Kinetex C18 polar 1.6 um (100A)  100 x 2.1 mm	C18-polar	Sample	Sample	C8	3	88	7	75	0	0	25	75_0_0_25	4	Homo sapiens		Fecal	Serum		male	positive	Aqueous_methanol	SPE_Oasis_HLB	1812_MSmethod_SmallMolecule_v1.m	1812_Benchmarking_LC_C18.m
C18polar_F1-3_To-1_GC5_01_19626.mzML	qTOF_C18-polar_F1-3_To-1_inj_1	Gradient_benchmarking_dataset	Dorrestein Lab - UC San Diego	Dec-18	Nothias and Esposito	Maxis II (Bruker Daltonics)	qTOF	Phenomenex Kinetex C18 polar 1.6 um (100A)  100 x 2.1 mm	C18-polar	Sample	Sample	C5	1	38	7	75	0	25	0	75_0_25_0	4	Homo sapiens	Solanum lycopersicum	Fecal		Whole plant	male	positive	Aqueous_methanol	SPE_Oasis_HLB	1812_MSmethod_SmallMolecule_v1.m	1812_Benchmarking_LC_C18.m
C18polar_F1-3_To-1_GC5_01_19674.mzML	qTOF_C18-polar_F1-3_To-1_inj_2	Gradient_benchmarking_dataset	Dorrestein Lab - UC San Diego	Dec-18	Nothias and Esposito	Maxis II (Bruker Daltonics)	qTOF	Phenomenex Kinetex C18 polar 1.6 um (100A)  100 x 2.1 mm	C18-polar	Sample	Sample	C5	2	87	7	75	0	25	0	75_0_25_0	4	Homo sapiens	Solanum lycopersicum	Fecal		Whole plant	male	positive	Aqueous_methanol	SPE_Oasis_HLB	1812_MSmethod_SmallMolecule_v1.m	1812_Benchmarking_LC_C18.m
C18polar_F1-3_To-1_GC5_01_19681.mzML	qTOF_C18-polar_F1-3_To-1_inj_3	Gradient_benchmarking_dataset	Dorrestein Lab - UC San Diego	Dec-18	Nothias and Esposito	Maxis II (Bruker Daltonics)	qTOF	Phenomenex Kinetex C18 polar 1.6 um (100A)  100 x 2.1 mm	C18-polar	Sample	Sample	C5	3	94	7	75	0	25	0	75_0_25_0	4	Homo sapiens	Solanum lycopersicum	Fecal		Whole plant	male	positive	Aqueous_methanol	SPE_Oasis_HLB	1812_MSmethod_SmallMolecule_v1.m	1812_Benchmarking_LC_C18.m
C18polar_F1-3_F2-1_GB4_01_19610.mzML	qTOF_C18-polar_F1-3_F2-1_inj_1	Gradient_benchmarking_dataset	Dorrestein Lab - UC San Diego	Dec-18	Nothias and Esposito	Maxis II (Bruker Daltonics)	qTOF	Phenomenex Kinetex C18 polar 1.6 um (100A)  100 x 2.1 mm	C18-polar	Sample	Sample	B4	1	20	7	75	25	0	0	75_25_0_0	4	Homo sapiens		Fecal			male	positive	Aqueous_methanol	SPE_Oasis_HLB	1812_MSmethod_SmallMolecule_v1.m	1812_Benchmarking_LC_C18.m
C18polar_F1-3_F2-1_GB4_01_19642.mzML	qTOF_C18-polar_F1-3_F2-1_inj_2	Gradient_benchmarking_dataset	Dorrestein Lab - UC San Diego	Dec-18	Nothias and Esposito	Maxis II (Bruker Daltonics)	qTOF	Phenomenex Kinetex C18 polar 1.6 um (100A)  100 x 2.1 mm	C18-polar	Sample	Sample	B4	2	54	7	75	25	0	0	75_25_0_0	4	Homo sapiens		Fecal			male	positive	Aqueous_methanol	SPE_Oasis_HLB	1812_MSmethod_SmallMolecule_v1.m	1812_Benchmarking_LC_C18.m
C18polar_F1-3_F2-1_GB4_01_19659.mzML	qTOF_C18-polar_F1-3_F2-1_inj_3	Gradient_benchmarking_dataset	Dorrestein Lab - UC San Diego	Dec-18	Nothias and Esposito	Maxis II (Bruker Daltonics)	qTOF	Phenomenex Kinetex C18 polar 1.6 um (100A)  100 x 2.1 mm	C18-polar	Sample	Sample	B4	3	71	7	75	25	0	0	75_25_0_0	4	Homo sapiens		Fecal			male	positive	Aqueous_methanol	SPE_Oasis_HLB	1812_MSmethod_SmallMolecule_v1.m	1812_Benchmarking_LC_C18.m
C18_Blank_resusp_GD5_01_19494.mzML	qTOF_C18-RTshift_BLANK_inj_1	Gradient_benchmarking_dataset	Dorrestein Lab - UC San Diego	Dec-18	Nothias and Esposito	Maxis II (Bruker Daltonics)	qTOF	Phenomenex Kinetex C18 1.7 um (100A)  100 x 2.1 mm	C18-RTshift	Blank	blank_solvent	BLANK	1	2	7	0	0	0	0	0_0_0_0	6	n/a					n/a	positive	Aqueous_methanol		1812_MSmethod_SmallMolecule_v1.m	1812_Benchmarking_LC_C18RTshift.m
C18_Blank_resusp_GD5_01_19504.mzML	qTOF_C18-RTshift_BLANK_inj_2	Gradient_benchmarking_dataset	Dorrestein Lab - UC San Diego	Dec-18	Nothias and Esposito	Maxis II (Bruker Daltonics)	qTOF	Phenomenex Kinetex C18 1.7 um (100A)  100 x 2.1 mm	C18-RTshift	Blank	blank_solvent	BLANK	2	12	7	0	0	0	0	0_0_0_0	6	n/a					n/a	positive	Aqueous_methanol		1812_MSmethod_SmallMolecule_v1.m	1812_Benchmarking_LC_C18RTshift.m
C18_Blank_resusp_GD5_01_19513.mzML	qTOF_C18-RTshift_BLANK_inj_3	Gradient_benchmarking_dataset	Dorrestein Lab - UC San Diego	Dec-18	Nothias and Esposito	Maxis II (Bruker Daltonics)	qTOF	Phenomenex Kinetex C18 1.7 um (100A)  100 x 2.1 mm	C18-RTshift	Blank	blank_solvent	BLANK	3	21	7	0	0	0	0	0_0_0_0	6	n/a					n/a	positive	Aqueous_methanol		1812_MSmethod_SmallMolecule_v1.m	1812_Benchmarking_LC_C18RTshift.m
C18_Blank_resusp_GD5_01_19524.mzML	qTOF_C18-RTshift_BLANK_inj_4	Gradient_benchmarking_dataset	Dorrestein Lab - UC San Diego	Dec-18	Nothias and Esposito	Maxis II (Bruker Daltonics)	qTOF	Phenomenex Kinetex C18 1.7 um (100A)  100 x 2.1 mm	C18-RTshift	Blank	blank_solvent	BLANK	4	29	7	0	0	0	0	0_0_0_0	6	n/a					n/a	positive	Aqueous_methanol		1812_MSmethod_SmallMolecule_v1.m	1812_Benchmarking_LC_C18RTshift.m
C18_Blank_resusp_GD5_01_19537.mzML	qTOF_C18-RTshift_BLANK_inj_5	Gradient_benchmarking_dataset	Dorrestein Lab - UC San Diego	Dec-18	Nothias and Esposito	Maxis II (Bruker Daltonics)	qTOF	Phenomenex Kinetex C18 1.7 um (100A)  100 x 2.1 mm	C18-RTshift	Blank	blank_solvent	BLANK	5	36	7	0	0	0	0	0_0_0_0	6	n/a					n/a	positive	Aqueous_methanol		1812_MSmethod_SmallMolecule_v1.m	1812_Benchmarking_LC_C18RTshift.m
C18_Blank_resusp_GD5_01_19545.mzML	qTOF_C18-RTshift_BLANK_inj_6	Gradient_benchmarking_dataset	Dorrestein Lab - UC San Diego	Dec-18	Nothias and Esposito	Maxis II (Bruker Daltonics)	qTOF	Phenomenex Kinetex C18 1.7 um (100A)  100 x 2.1 mm	C18-RTshift	Blank	blank_solvent	BLANK	6	45	7	0	0	0	0	0_0_0_0	6	n/a					n/a	positive	Aqueous_methanol		1812_MSmethod_SmallMolecule_v1.m	1812_Benchmarking_LC_C18RTshift.m
C18_Blank_resusp_GD5_01_19563.mzML	qTOF_C18-RTshift_BLANK_inj_7	Gradient_benchmarking_dataset	Dorrestein Lab - UC San Diego	Dec-18	Nothias and Esposito	Maxis II (Bruker Daltonics)	qTOF	Phenomenex Kinetex C18 1.7 um (100A)  100 x 2.1 mm	C18-RTshift	Blank	blank_solvent	BLANK	7	61	7	0	0	0	0	0_0_0_0	6	n/a					n/a	positive	Aqueous_methanol		1812_MSmethod_SmallMolecule_v1.m	1812_Benchmarking_LC_C18RTshift.m
C18_Blank_resusp_GD5_01_19571.mzML	qTOF_C18-RTshift_BLANK_inj_8	Gradient_benchmarking_dataset	Dorrestein Lab - UC San Diego	Dec-18	Nothias and Esposito	Maxis II (Bruker Daltonics)	qTOF	Phenomenex Kinetex C18 1.7 um (100A)  100 x 2.1 mm	C18-RTshift	Blank	blank_solvent	BLANK	8	68	7	0	0	0	0	0_0_0_0	6	n/a					n/a	positive	Aqueous_methanol		1812_MSmethod_SmallMolecule_v1.m	1812_Benchmarking_LC_C18RTshift.m
C18_Blank_resusp_GD5_01_19585.mzML	qTOF_C18-RTshift_BLANK_inj_9	Gradient_benchmarking_dataset	Dorrestein Lab - UC San Diego	Dec-18	Nothias and Esposito	Maxis II (Bruker Daltonics)	qTOF	Phenomenex Kinetex C18 1.7 um (100A)  100 x 2.1 mm	C18-RTshift	Blank	blank_solvent	BLANK	9	73	7	0	0	0	0	0_0_0_0	6	n/a					n/a	positive	Aqueous_methanol		1812_MSmethod_SmallMolecule_v1.m	1812_Benchmarking_LC_C18RTshift.m
C18_Blank_resusp_GD5_01_19589.mzML	qTOF_C18-RTshift_BLANK_inj_10	Gradient_benchmarking_dataset	Dorrestein Lab - UC San Diego	Dec-18	Nothias and Esposito	Maxis II (Bruker Daltonics)	qTOF	Phenomenex Kinetex C18 1.7 um (100A)  100 x 2.1 mm	C18-RTshift	Blank	blank_solvent	BLANK	10	85	7	0	0	0	0	0_0_0_0	6	n/a					n/a	positive	Aqueous_methanol		1812_MSmethod_SmallMolecule_v1.m	1812_Benchmarking_LC_C18RTshift.m
C18_blank_SPE_GA5_01_19495.mzML	qTOF_C18-RTshift_blank SPE_inj_1	Gradient_benchmarking_dataset	Dorrestein Lab - UC San Diego	Dec-18	Nothias and Esposito	Maxis II (Bruker Daltonics)	qTOF	Phenomenex Kinetex C18 1.7 um (100A)  100 x 2.1 mm	C18-RTshift	Blank	blank_SPE	A5	1	3	7	0	0	0	0	0_0_0_0	6	n/a					n/a	positive	Aqueous_methanol	SPE_Oasis_HLB	1812_MSmethod_SmallMolecule_v1.m	1812_Benchmarking_LC_C18RTshift.m
C18_blank_SPE_GA5_01_19535.mzML	qTOF_C18-RTshift_blank SPE_inj_2	Gradient_benchmarking_dataset	Dorrestein Lab - UC San Diego	Dec-18	Nothias and Esposito	Maxis II (Bruker Daltonics)	qTOF	Phenomenex Kinetex C18 1.7 um (100A)  100 x 2.1 mm	C18-RTshift	Blank	blank_SPE	A5	2	43	7	0	0	0	0	0_0_0_0	6	n/a					n/a	positive	Aqueous_methanol	SPE_Oasis_HLB	1812_MSmethod_SmallMolecule_v1.m	1812_Benchmarking_LC_C18RTshift.m
C18_blank_SPE_GA5_01_19570.mzML	qTOF_C18-RTshift_blank SPE_inj_3	Gradient_benchmarking_dataset	Dorrestein Lab - UC San Diego	Dec-18	Nothias and Esposito	Maxis II (Bruker Daltonics)	qTOF	Phenomenex Kinetex C18 1.7 um (100A)  100 x 2.1 mm	C18-RTshift	Blank	blank_SPE	A5	3	80	7	0	0	0	0	0_0_0_0	6	n/a					n/a	positive	Aqueous_methanol	SPE_Oasis_HLB	1812_MSmethod_SmallMolecule_v1.m	1812_Benchmarking_LC_C18RTshift.m
C18_NIST_GA4_01_19515.mzML	qTOF_C18-RTshift_NIST_inj_1	Gradient_benchmarking_dataset	Dorrestein Lab - UC San Diego	Dec-18	Nothias and Esposito	Maxis II (Bruker Daltonics)	qTOF	Phenomenex Kinetex C18 1.7 um (100A)  100 x 2.1 mm	C18-RTshift	Sample	Sample	A4	1	23	7	0	0	0	100	0_0_0_100	6	Homo sapiens			Serum		n/a	positive	Aqueous_methanol	SPE_Oasis_HLB	1812_MSmethod_SmallMolecule_v1.m	1812_Benchmarking_LC_C18RTshift.m
C18_NIST_GA4_01_19538.mzML	qTOF_C18-RTshift_NIST_inj_2	Gradient_benchmarking_dataset	Dorrestein Lab - UC San Diego	Dec-18	Nothias and Esposito	Maxis II (Bruker Daltonics)	qTOF	Phenomenex Kinetex C18 1.7 um (100A)  100 x 2.1 mm	C18-RTshift	Sample	Sample	A4	2	46	7	0	0	0	100	0_0_0_100	6	Homo sapiens			Serum		n/a	positive	Aqueous_methanol	SPE_Oasis_HLB	1812_MSmethod_SmallMolecule_v1.m	1812_Benchmarking_LC_C18RTshift.m
C18_NIST_GA4_01_19560.mzML	qTOF_C18-RTshift_NIST_inj_3	Gradient_benchmarking_dataset	Dorrestein Lab - UC San Diego	Dec-18	Nothias and Esposito	Maxis II (Bruker Daltonics)	qTOF	Phenomenex Kinetex C18 1.7 um (100A)  100 x 2.1 mm	C18-RTshift	Sample	Sample	A4	3	69	7	0	0	0	100	0_0_0_100	6	Homo sapiens			Serum		n/a	positive	Aqueous_methanol	SPE_Oasis_HLB	1812_MSmethod_SmallMolecule_v1.m	1812_Benchmarking_LC_C18RTshift.m
C18_To_GA3_01_19526.mzML	qTOF_C18-RTshift_To_inj_1	Gradient_benchmarking_dataset	Dorrestein Lab - UC San Diego	Dec-18	Nothias and Esposito	Maxis II (Bruker Daltonics)	qTOF	Phenomenex Kinetex C18 1.7 um (100A)  100 x 2.1 mm	C18-RTshift	Sample	Sample	A3	1	32	7	0	0	100	0	0_0_100_0	6		Solanum lycopersicum			Whole plant		positive	Aqueous_methanol	SPE_Oasis_HLB	1812_MSmethod_SmallMolecule_v1.m	1812_Benchmarking_LC_C18RTshift.m
